Family,Genus,Species,Virus name(s),Genome composition,Host source
Suoliviridae,Buchavirus,Buchavirus hominis,uncultured phage cr60_1,dsDNA,bacteria
Suoliviridae,Buchavirus,Buchavirus intestinalis,uncultured phage cr105_1,dsDNA,bacteria
Suoliviridae,Buchavirus,Buchavirus oralis,uncultured phage cr82_1,dsDNA,bacteria
Suoliviridae,Buchavirus,Buchavirus splanchnicus,uncultured phage cr109_1,dsDNA,bacteria
Suoliviridae,Buorbuivirus,Buorbuivirus hominis,uncultured phage cr4_1,dsDNA,bacteria
Suoliviridae,Bohxovirus,Bohxovirus oralis,uncultured phage cr61_1,dsDNA,bacteria
Suoliviridae,Buhlduvirus,Buhlduvirus animalis,uncultured phage cr273_1,dsDNA,bacteria
Suoliviridae,Buhlduvirus,Buhlduvirus porcinus,uncultured phage cr272_1,dsDNA,bacteria
Suoliviridae,Burzaovirus,Burzaovirus coli,uncultured phage cr7_1,dsDNA,bacteria
Suoliviridae,Burzaovirus,Burzaovirus faecalis,uncultured phage cr124_1,dsDNA,bacteria
Suoliviridae,Burzaovirus,Burzaovirus intestinihominis,uncultured phage cr29_1,dsDNA,bacteria
Suoliviridae,Cacepaovirus,Cacepaovirus simiae,uncultured phage cr131_1,dsDNA,bacteria
Suoliviridae,Chuhaivirus,Chuhaivirus simiae,uncultured phage cr130_1,dsDNA,bacteria
Suoliviridae,Aurodevirus,Aurodevirus hiberniae,uncultured phage cr23_1,dsDNA,bacteria
Suoliviridae,Aurodevirus,Aurodevirus hominis,uncultured phage cr125_1,dsDNA,bacteria
Suoliviridae,Aurodevirus,Aurodevirus intestinalis,uncultured phage cr114_1,dsDNA,bacteria
Suoliviridae,Besingivirus,Besingivirus coli,uncultured phage cr118_1,dsDNA,bacteria
Suoliviridae,Birpovirus,Birpovirus hiberniae,uncultured phage cr115_1,dsDNA,bacteria
Suoliviridae,Birpovirus,Birpovirus hominis,uncultured phage cr19_1,dsDNA,bacteria
Suoliviridae,Dechshavirus,Dechshavirus japanensis,Azobacteroides phage ProJPt-Bp1,dsDNA,bacteria
Graaviviridae,Beejeyvirus,Beejeyvirus BJ1,Halorubrum virus BJ1,dsDNA,archaea
Graaviviridae,Seejivirus,Seejivirus CGphi46,Halorubrum virus CGphi46,dsDNA,archaea
Haloferuviridae,Dpdavirus,Dpdavirus HRTV29,Halorubrum tailed virus 29,dsDNA,archaea
Haloferuviridae,Retbasiphovirus,Retbasiphovirus HFTV1,Haloferax tailed virus 1,dsDNA,archaea
Haloferuviridae,Saldibavirus,Saldibavirus HRTV4,Halorubrum tailed virus 4,dsDNA,archaea
Pyrstoviridae,Hatrivirus,Hatrivirus HATV3,Haloarcula tailed virus 3,dsDNA,archaea
Shortaselviridae,Lonfivirus,Lonfivirus HSTV1,Haloarcula sinaiiensis tailed virus 1,dsDNA,archaea
Anaerodiviridae,Metforvirus,Metforvirus Drs3,Methanobacterium virus Drs3,dsDNA,archaea
Leisingerviridae,Psimunavirus,Psimunavirus psiM2,Methanobacterium phage psiM2,dsDNA,archaea
Druskaviridae,Hacavirus,Hacavirus HCTV1,Haloarcula californiae tailed virus 1,dsDNA,archaea
Druskaviridae,Tredecimvirus,Tredecimvirus HVTV1,Haloarcula vallismortis tailed virus 1,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HF1,Halophage HF1,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HJTV2,Halorubrum tailed virus 24,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HRTV5,Halorubrum tailed phage 5,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HRTV8,Halorubrum tailed phage 8,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HRTV10,Halorubrum tailed virus 10,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus HSTV4,Halorubrum sodomense tailed virus 4,dsDNA,archaea
Hafunaviridae,Haloferacalesvirus,Haloferacalesvirus Serpecor1,Halorubrum coriense virus Serpecor1,dsDNA,archaea
Hafunaviridae,Laminvirus,Laminvirus HRTV25,Halorubrum tailed virus 25,dsDNA,archaea
Hafunaviridae,Mincapvirus,Mincapvirus HSTV2,Halorubrum sodomense tailed virus 2,dsDNA,archaea
Hafunaviridae,Minorvirus,Minorvirus HRTV27,Halorubrum tailed virus 27,dsDNA,archaea
Halomagnusviridae,Hagravirus,Hagravirus HGTV1,Halogranum tailed virus 1,dsDNA,archaea
Soleiviridae,Eilatmyovirus,Eilatmyovirus HATV2,Haloarcula tailed virus 2,dsDNA,archaea
Ackermannviridae,Agtrevirus,Agtrevirus AG3,Shigella phage phiSboM-AG3,dsDNA,bacteria
Ackermannviridae,Agtrevirus,Agtrevirus EM4,Enterobacter phage phiEM4,dsDNA,bacteria
Ackermannviridae,Agtrevirus,Agtrevirus MK13,Shigella phage MK-13,dsDNA,bacteria
Ackermannviridae,Agtrevirus,Agtrevirus P46FS4,Salmonella phage P46FS4,dsDNA,bacteria
Ackermannviridae,Agtrevirus,Agtrevirus SKML39,Salmonella phage SKML-39,dsDNA,bacteria
Ackermannviridae,Limestonevirus,Limestonevirus limestone,Dickeya phage vB-DsoM-LIMEstone1,dsDNA,bacteria
Ackermannviridae,Limestonevirus,Limestonevirus RC2014,Dickeya phage RC-2014,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus aagejoakim,Salmonella phage aagejoakim,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus allotria,Salmonella phage allotria,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus barely,Salmonella phage barely,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus bering,Salmonella phage bering,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus BSP101,Salmonella phage BSP101,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus CBA120,Escherichia phage CBA120,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus Det7,Salmonella phage Det7,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus dinky,Salmonella phage dinky,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus ECML4,Escherichia phage ECML-4,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus EP75,Escherichia phage EP75,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus FEC14,Escherichia phage FEC14,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus GG32,Salmonella phage GG32,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus heyday,Salmonella phage heyday,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus kv38,Salmonella phage 38,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus maane,Salmonella phage maane,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus marshall,Salmonella phage Marshall,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus maynard,Salmonella phage Maynard,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus moki,Salmonella phage moki,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus mutine,Salmonella phage Mutine,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus pertopsoe,Salmonella phage pertopsoe,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus PhaxI,Escherichia phage PhaxI,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus PM10,Salmonella phage vB-SalM-PM10,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus rabagast,Salmonella phage rabagast,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus S118,Salmonella phage S118,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SE14,Salmonella phage SE14,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SeB,Salmonella phage Se-B,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SeG,Salmonella phage Se-G,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SeJ,Salmonella phage Se-J,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SenALZ1,Salmonella phage SenALZ1,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SenASZ3,Salmonella phage SenASZ3,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SeSz1,Salmonella phage SeSz-1,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SFP10,Salmonella phage SFP10,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SH19,Salmonella phage PhiSH19,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SJ2,Salmonella phage vB-SalM-SJ2,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SJ3,Salmonella phage vB-SalM-SJ3,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SP1,Salmonella phage SP1,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus SS9,Salmonella phage SS9,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus STML131,Salmonella phage STML-13-1,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus STW77,Salmonella phage ST-W77,dsDNA,bacteria
Ackermannviridae,Kuttervirus,Kuttervirus ViI,Salmonella phage Vi01,dsDNA,bacteria
Ackermannviridae,Campanilevirus,Campanilevirus YC,Vibrio phage YC,dsDNA,bacteria
Ackermannviridae,Kujavirus,Kujavirus kuja,Vibrio phage vB_VchM_Kuja,dsDNA,bacteria
Ackermannviridae,Miltonvirus,Miltonvirus 3M,Serratia phage vB_SmaA_3M,dsDNA,bacteria
Ackermannviridae,Miltonvirus,Miltonvirus MAM1,Serratia phage phiMAM1,dsDNA,bacteria
Ackermannviridae,Nezavisimistyvirus,Nezavisimistyvirus bue1,Erwinia phage vB_EamM-Bue1,dsDNA,bacteria
Ackermannviridae,Nezavisimistyvirus,Nezavisimistyvirus Ea2809,Erwinia phage phiEa2809,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus 0507KN21,Klebsiella phage 0507-KN2-1,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus IME250,Serratia phage vB_Sru_IME250,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus KpS110,Klebsiella phage vB_KpnM_KpS110,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus KWBSE436,Escherichia phage vB_EcoM_KWBSE43-6,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus magnus,Klebsiella phage Magnus,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus may,Klebsiella phage May,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus menlow,Klebsiella phage Menlow,dsDNA,bacteria
Ackermannviridae,Taipeivirus,Taipeivirus UPM2146,Klebsiella phage UPM 2146,dsDNA,bacteria
Ackermannviridae,Tedavirus,Tedavirus A829,Aeromonas phage phiA8-29,dsDNA,bacteria
Ackermannviridae,Vapseptimavirus,Vapseptimavirus VAP7,Vibrio phage VAP7,dsDNA,bacteria
Aggregaviridae,Harrekavirus,Harrekavirus harreka,Olleya phage Harreka_1,dsDNA,bacteria
Assiduviridae,Cebadecemvirus,Cebadecemvirus phi10una,Cellulophaga phage phi10:1,dsDNA,bacteria
Assiduviridae,Cellubavirus,Cellubavirus phi19una,Cellulophaga phage phi19:1,dsDNA,bacteria
Assiduviridae,Nekkelsvirus,Nekkelsvirus Nekkels,Cellulophaga phage Nekkels_1,dsDNA,bacteria
Autographiviridae,Daemvirus,Daemvirus acibel007,Acinetobacter phage vB_AbaP_Acibel007,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AB1,Acinetobacter phage phiAB1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AB3,Acinetobacter phage AB3,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AB6,Acinetobacter phage phiAb6,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AbKT21III,Acinetobacter phage_AbKT21phiIII,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus Abp1,Acinetobacter phage Abp1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus Aci07,Acinetobacter phage_vB_AbaP_46-62_Aci07,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus Aci08,Acinetobacter phage_vB_AbaP_B09_Aci08,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AS11,Acinetobacter phage vB_AbaP_AS11,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus AS12,Acinetobacter phage vB_AbaP_AS12,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus B1,Acinetobacter phage vB_AbaP_B1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus B3,Acinetobacter phage vB_AbaP_B3,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus B5,Acinetobacter phage vB_AbaP_B5,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus D2,Acinetobacter phage vB_AbaP_D2,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus Fri1,Acinetobacter phage Fri1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus fv15519,Acinetobacter phage SH-Ab 15519,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus IME200,Acinetobacter phage IME-200,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus P1,Acinetobacter phage vB_ApiP_P1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus P2,Acinetobacter phage vB_ApiP_P2,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus PD6A3,Acinetobacter phage vB_AbaP_PD-6A3,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus PDAB9,Acinetobacter phage vB_AbaP_PD-AB9,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus SWHAb1,Acinetobacter phage SWH-Ab-1,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus SWHAb3,Acinetobacter phage SWH-Ab-3,dsDNA,bacteria
Autographiviridae,Friunavirus,Friunavirus WCHABP5,Acinetobacter phage WCHABP5,dsDNA,bacteria
Autographiviridae,Pettyvirus,Pettyvirus petty,Acinetobacter phage Petty,dsDNA,bacteria
Autographiviridae,Gutovirus,Gutovirus Vc1,Vibrio phage Vc1,dsDNA,bacteria
Autographiviridae,Kaohsiungvirus,Kaohsiungvirus A318,Vibrio phage phi-A318,dsDNA,bacteria
Autographiviridae,Kaohsiungvirus,Kaohsiungvirus AS51,Vibrio phage AS51,dsDNA,bacteria
Autographiviridae,Kaohsiungvirus,Kaohsiungvirus Vp670,Vibrio phage Vp670,dsDNA,bacteria
Autographiviridae,Murciavirus,Murciavirus CB5A,Marinomonas phage CB5A,dsDNA,bacteria
Autographiviridae,Murciavirus,Murciavirus CPP1m,Marinomonas phage CPP1m,dsDNA,bacteria
Autographiviridae,Trungvirus,Trungvirus VEN,Vibrio phage VEN,dsDNA,bacteria
Autographiviridae,Uliginvirus,Uliginvirus achelous,Pseudomonas phage Achelous,dsDNA,bacteria
Autographiviridae,Uliginvirus,Uliginvirus alpheus,Pseudomonas phage Alpheus,dsDNA,bacteria
Autographiviridae,Uliginvirus,Uliginvirus nerthus,Pseudomonas phage Nerthus,dsDNA,bacteria
Autographiviridae,Uliginvirus,Uliginvirus njord,Pseudomonas phage Njord,dsDNA,bacteria
Autographiviridae,Uliginvirus,Uliginvirus uligo,Pseudomonas phage uligo,dsDNA,bacteria
Autographiviridae,Kantovirus,Kantovirus C171,Pseudomonas phage YMC11/06/C171_PPU_BP,dsDNA,bacteria
Autographiviridae,Kotilavirus,Kotilavirus PP16,Pectobacterium phage PP16,dsDNA,bacteria
Autographiviridae,Kotilavirus,Kotilavirus PPWS1,Pectobacterium phage PPWS1,dsDNA,bacteria
Autographiviridae,Kotilavirus,Kotilavirus PPWS2,Pectobacterium phage PPWS2,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus CB5,Pectobacterium phage vB_PatP_CB5,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus Clickz,Pectobacterium phage Clickz,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus fM1,Pectobacterium phage ¦ÕM1,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus gaspode,Pectobacterium phage Gaspode,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus khlen,Pectobacterium phage Khlen,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus koot,Pectobacterium phage Koot,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus lelidair,Pectobacterium phage Lelidair,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus nobby,Pectobacterium phage Nobby,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus peat1,Pectobacterium phage Peat1,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus phoria,Pectobacterium phage Phoria,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus PP90,Pectobacterium phage PP90,dsDNA,bacteria
Autographiviridae,Phimunavirus,Phimunavirus zenivior,Pectobacterium phage Zenivior,dsDNA,bacteria
Autographiviridae,Stompvirus,Stompvirus BF2512,Dickeya phage BF25/12,dsDNA,bacteria
Autographiviridae,Kirikabuvirus,Kirikabuvirus NV3,Pseudomonas phage phiNV3,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus 15pyo,Pseudomonas phage vB_PaeP_PAO1_1-15pyo,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus Ab05,Pseudomonas phage vB_PaeP_PAO1_Ab05,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus ABTNL,Pseudomonas phage vB_PaeP_PPA-ABTNL,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus DL62,Pseudomonas phage DL62,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus kF77,Pseudomonas phage phikF77,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus LKD16,Pseudomonas phage LKD16,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus LUZ19,Pseudomonas phage LUZ19,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus MPK6,Pseudomonas phage MPK6,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus MPK7,Pseudomonas phage MPK7,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus NFS,Pseudomonas phage phiNFS,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus PAXYB1,Pseudomonas phage PAXYB1,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus phiKMV,Pseudomonas phage phiKMV,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus PT2,Pseudomonas phage PT2,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus PT5,Pseudomonas phage PT5,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus pv130113,Pseudomonas phage vB_PaeP_130_113,dsDNA,bacteria
Autographiviridae,Phikmvvirus,Phikmvvirus RLP,Pseudomonas phage RLP,dsDNA,bacteria
Autographiviridae,Stubburvirus,Stubburvirus LKA1,Pseudomonas phage LKA1,dsDNA,bacteria
Autographiviridae,Tunggulvirus,Tunggulviirus f2,Pseudomonas phage phi-2,dsDNA,bacteria
Autographiviridae,Aerosvirus,Aerosvirus AS7,Aeromonas phage phiAS7,dsDNA,bacteria
Autographiviridae,Aerosvirus,Aerosvirus av25AhydR2PP,Aeromonas phage_ZPAH7,dsDNA,bacteria
Autographiviridae,Aerosvirus,Aerosvirus ZPAH7,Aeromonas phage ZPAH7B,dsDNA,bacteria
Autographiviridae,Aghbyvirus,Aghbyvirus ISAO8,Yersinia phage vB_YenP_ISAO8,dsDNA,bacteria
Autographiviridae,Ahphunavirus,Ahphunavirus Ahp1,Aeromonas phage Ahp1,dsDNA,bacteria
Autographiviridae,Ahphunavirus,Ahphunavirus CF7,Aeromonas phage CF7,dsDNA,bacteria
Autographiviridae,Cronosvirus,Cronosvirus DevCD23823,Cronobacter phage Dev-CD-23823,dsDNA,bacteria
Autographiviridae,Cronosvirus,Cronosvirus GAP227,Cronobacter phage vB_CskP_GAP227,dsDNA,bacteria
Autographiviridae,Panjvirus,Panjvirus Spp16,Salmonella phage vB_SpuP_Spp16,dsDNA,bacteria
Autographiviridae,Pienvirus,Pienvirus R801,Yersinia phage phiR8-01,dsDNA,bacteria
Autographiviridae,Pokrovskaiavirus,Pokrovskaiavirus fHeYen301,Yersinia phage fHe-Yen3-01,dsDNA,bacteria
Autographiviridae,Pokrovskaiavirus,Pokrovskaiavirus pv8018,Yersinia phage phi80-18,dsDNA,bacteria
Autographiviridae,Wanjuvirus,Wanjuvirus arno160,Pectobacterium phage Arno160,dsDNA,bacteria
Autographiviridae,Wanjuvirus,Wanjuvirus PP2,Pectobacterium phage PP2,dsDNA,bacteria
Autographiviridae,Acadevirus,Acadevirus PM85,Proteus phage PM 85,dsDNA,bacteria
Autographiviridae,Acadevirus,Acadevirus PM93,Proteus phage PM 93,dsDNA,bacteria
Autographiviridae,Acadevirus,Acadevirus PM116,Proteus phage PM 116,dsDNA,bacteria
Autographiviridae,Acadevirus,Acadevirus Pm5460,Proteus phage vB_PmiP_Pm5460,dsDNA,bacteria
Autographiviridae,Axomammavirus,Axomammavirus PP1,Pectobacterium phage PP1,dsDNA,bacteria
Autographiviridae,Eracentumvirus,Eracentumvirus era103,Erwinia phage Era103,dsDNA,bacteria
Autographiviridae,Eracentumvirus,Eracentumvirus S2,Erwinia phage vB_EamP-S2,dsDNA,bacteria
Autographiviridae,Tuodvirus,Tuodvirus phD2B,Lelliottia phage phD2B,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus AAPEc6,Escherichia phage AAPEc6,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus ACGC91,Escherichia phage vB_EcoP_ACG-C91,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus bee,Escherichia phage vB_EcoP_B,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus cee,Escherichia phage vB_EcoP_C,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus CrRp3,Citrobacter phage vB_CroP_CrRp3,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus K15,Escherichia phage K1-5,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus K1E,Enterobacteria phage K1E,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus kay,Escherichia phage vB_EcoP_K,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus LL11,Escherichia phage LL11,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus mutPK1A2,Escherichia phage mutPK1A2,dsDNA,bacteria
Autographiviridae,Vectrevirus,Vectrevirus VEc3,Escherichia phage VEc3,dsDNA,bacteria
Autographiviridae,Zindervirus,Zindervirus BP12B,Salmonella phage BP12B,dsDNA,bacteria
Autographiviridae,Zindervirus,Zindervirus SP6,Salmonella phage SP6,dsDNA,bacteria
Autographiviridae,Zindervirus,Zindervirus UAB78,Salmonella phage UAB_phi78,dsDNA,bacteria
Autographiviridae,Ampunavirus,Ampunavirus BpAMP1,Burkholderia phage Bp-AMP1,dsDNA,bacteria
Autographiviridae,Ampunavirus,Ampunavirus RSPI1,Ralstonia phage RS-PI-1,dsDNA,bacteria
Autographiviridae,Higashivirus,Higashivirus RSB1,Ralstonia phage RSB1,dsDNA,bacteria
Autographiviridae,Higashivirus,Higashivirus RsoP1IDN,Ralstonia phage RsoP1IDN,dsDNA,bacteria
Autographiviridae,Mguuvirus,Mguuvirus JG068,Burkholderia phage JG068,dsDNA,bacteria
Autographiviridae,Risjevirus,Risjevirus RSJ2,Ralstonia phage RSJ2,dsDNA,bacteria
Autographiviridae,Risjevirus,Risjevirus RSJ5,Ralstonia phage RSJ5,dsDNA,bacteria
Autographiviridae,Sukuvirus,Sukuvirus RSPII1,Ralstonia phage RS-PII-1,dsDNA,bacteria
Autographiviridae,Bucovirus,Bucovirus buco,Shigella phage_Buco,dsDNA,bacteria
Autographiviridae,Drulisvirus,Drulisvirus altogao,Klebsiella phage AltoGao,dsDNA,bacteria
